event,division,game_id,team_1,team_1_score,team_2,team_2_score,game_date,gender,postseason,season,winner,loser,win_score,lose_score
Queen City Tune Up 2020 (Women),College,245956,North Carolina,11,Pittsburgh,5,2/8/20,Women,0,2020,North Carolina,Pittsburgh,11,5
Queen City Tune Up 2020 (Women),College,245957,Appalachian State,6,William & Mary,12,2/8/20,Women,0,2020,William & Mary,Appalachian State,12,6
Queen City Tune Up 2020 (Women),College,245958,Ohio State,8,Vanderbilt,6,2/8/20,Women,0,2020,Ohio State,Vanderbilt,8,6
Queen City Tune Up 2020 (Women),College,245959,North Carolina State,12,Penn State,6,2/8/20,Women,0,2020,North Carolina State,Penn State,12,6
Queen City Tune Up 2020 (Women),College,245960,Ohio State,11,North Carolina State,7,2/8/20,Women,0,2020,Ohio State,North Carolina State,11,7
Queen City Tune Up 2020 (Women),College,245961,South Carolina,10,Penn State,4,2/8/20,Women,0,2020,South Carolina,Penn State,10,4
Queen City Tune Up 2020 (Women),College,245962,Penn State,5,Vanderbilt,8,2/8/20,Women,0,2020,Vanderbilt,Penn State,8,5
Queen City Tune Up 2020 (Women),College,245963,South Carolina,8,North Carolina State,2,2/8/20,Women,0,2020,South Carolina,North Carolina State,8,2
Queen City Tune Up 2020 (Women),College,245964,Ohio State,11,Penn State,7,2/8/20,Women,0,2020,Ohio State,Penn State,11,7
Queen City Tune Up 2020 (Women),College,245965,South Carolina,9,Vanderbilt,4,2/8/20,Women,0,2020,South Carolina,Vanderbilt,9,4
Queen City Tune Up 2020 (Women),College,245966,Ohio State,11,South Carolina,4,2/8/20,Women,0,2020,Ohio State,South Carolina,11,4
Queen City Tune Up 2020 (Women),College,245967,North Carolina State,7,Vanderbilt,6,2/8/20,Women,0,2020,North Carolina State,Vanderbilt,7,6
Queen City Tune Up 2020 (Women),College,245968,Georgia,11,Clemson,4,2/8/20,Women,0,2020,Georgia,Clemson,11,4
Queen City Tune Up 2020 (Women),College,245969,Tufts,11,Notre Dame,3,2/8/20,Women,0,2020,Tufts,Notre Dame,11,3
Queen City Tune Up 2020 (Women),College,245970,Duke,7,Brigham Young,11,2/8/20,Women,0,2020,Brigham Young,Duke,11,7
Queen City Tune Up 2020 (Women),College,245971,Georgia,8,Tufts,9,2/8/20,Women,0,2020,Tufts,Georgia,9,8
Queen City Tune Up 2020 (Women),College,245972,Clemson,3,Duke,10,2/8/20,Women,0,2020,Duke,Clemson,10,3
Queen City Tune Up 2020 (Women),College,245973,Notre Dame,6,Brigham Young,7,2/8/20,Women,0,2020,Brigham Young,Notre Dame,7,6
Queen City Tune Up 2020 (Women),College,245974,Georgia,8,Duke,9,2/8/20,Women,0,2020,Duke,Georgia,9,8
Queen City Tune Up 2020 (Women),College,245975,Tufts,11,Brigham Young,6,2/8/20,Women,0,2020,Tufts,Brigham Young,11,6
Queen City Tune Up 2020 (Women),College,245978,Tufts,11,Clemson,1,2/8/20,Women,0,2020,Tufts,Clemson,11,1
Queen City Tune Up 2020 (Women),College,245979,Duke,8,Notre Dame,5,2/8/20,Women,0,2020,Duke,Notre Dame,8,5
Queen City Tune Up 2020 (Women),College,245980,Georgia,8,Notre Dame,5,2/8/20,Women,0,2020,Georgia,Notre Dame,8,5
Queen City Tune Up 2020 (Women),College,245982,Clemson,4,Brigham Young,11,2/8/20,Women,0,2020,Brigham Young,Clemson,11,4
Queen City Tune Up 2020 (Women),College,245987,Carleton College,11,Tufts,10,2/9/20,Women,0,2020,Carleton College,Tufts,11,10
Queen City Tune Up 2020 (Women),College,245988,Ohio State,9,North Carolina,13,2/9/20,Women,0,2020,North Carolina,Ohio State,13,9
Queen City Tune Up 2020 (Women),College,245989,Carleton College,12,North Carolina,9,2/9/20,Women,0,2020,Carleton College,North Carolina,12,9
Queen City Tune Up 2020 (Women),College,245994,South Carolina,7,Georgia Tech,9,2/9/20,Women,0,2020,Georgia Tech,South Carolina,9,7
Queen City Tune Up 2020 (Women),College,245995,Virginia,10,Duke,8,2/9/20,Women,0,2020,Virginia,Duke,10,8
Queen City Tune Up 2020 (Women),College,246020,Michigan,7,Georgia,8,2/9/20,Women,0,2020,Georgia,Michigan,8,7
Queen City Tune Up 2020 (Women),College,246021,North Carolina State,4,Pittsburgh,10,2/9/20,Women,0,2020,Pittsburgh,North Carolina State,10,4
Queen City Tune Up 2020 (Women),College,246024,Vanderbilt,7,William & Mary,8,2/9/20,Women,0,2020,William & Mary,Vanderbilt,8,7
Queen City Tune Up 2020 (Women),College,246025,Notre Dame,6,Pennsylvania,11,2/9/20,Women,0,2020,Pennsylvania,Notre Dame,11,6
Queen City Tune Up 2020 (Women),College,246028,North Carolina-Wilmington,13,Clemson,2,2/9/20,Women,0,2020,North Carolina-Wilmington,Clemson,13,2
Queen City Tune Up 2020 (Women),College,246029,Appalachian State,6,Penn State,8,2/9/20,Women,0,2020,Penn State,Appalachian State,8,6
Stanford Open 2020,College,246121,Carleton College,13,Sonoma State,2,2/8/20,Women,0,2020,Carleton College,Sonoma State,13,2
Stanford Open 2020,College,246123,Pacific Lutheran,10,Sonoma State,3,2/8/20,Women,0,2020,Pacific Lutheran,Sonoma State,10,3
Stanford Open 2020,College,246124,Sonoma State,4,UCLA B,10,2/8/20,Women,0,2020,UCLA B,Sonoma State,10,4
Stanford Open 2020,College,246125,Pacific Lutheran,2,Carleton College,13,2/8/20,Women,0,2020,Carleton College,Pacific Lutheran,13,2
Stanford Open 2020,College,246127,Pacific Lutheran,11,UCLA B,6,2/8/20,Women,0,2020,Pacific Lutheran,UCLA B,11,6
Stanford Open 2020,College,246129,Carleton College,8,UCLA B,5,2/8/20,Women,0,2020,Carleton College,UCLA B,8,5
Stanford Open 2020,College,246130,California-Davis,13,Cal Poly SLO B,0,2/8/20,Women,0,2020,California-Davis,Cal Poly SLO B,13,0
Stanford Open 2020,College,246133,Puget Sound,13,Claremont,2,2/8/20,Women,0,2020,Puget Sound,Claremont,13,2
Stanford Open 2020,College,246134,Claremont,8,Cal Poly SLO B,7,2/8/20,Women,0,2020,Claremont,Cal Poly SLO B,8,7
Stanford Open 2020,College,246136,California-Davis,13,Claremont,1,2/8/20,Women,0,2020,California-Davis,Claremont,13,1
Stanford Open 2020,College,246137,Puget Sound,8,Cal Poly SLO B,4,2/8/20,Women,0,2020,Puget Sound,Cal Poly SLO B,8,4
Stanford Open 2020,College,246138,California-Davis,9,Puget Sound,6,2/8/20,Women,0,2020,California-Davis,Puget Sound,9,6
Stanford Open 2020,College,246140,Portland,13,Stanford B,0,2/8/20,Women,0,2020,Portland,Stanford B,13,0
Stanford Open 2020,College,246141,Santa Clara,13,Air Force,4,2/8/20,Women,0,2020,Santa Clara,Air Force,13,4
Stanford Open 2020,College,246142,Portland,13,Santa Clara,6,2/8/20,Women,0,2020,Portland,Santa Clara,13,6
Stanford Open 2020,College,246143,Chico State,11,Air Force,4,2/8/20,Women,0,2020,Chico State,Air Force,11,4
Stanford Open 2020,College,246144,Air Force,4,Stanford B,7,2/8/20,Women,0,2020,Stanford B,Air Force,7,4
Stanford Open 2020,College,246145,Chico State,10,Santa Clara,7,2/8/20,Women,0,2020,Chico State,Santa Clara,10,7
Stanford Open 2020,College,246146,Portland,13,Air Force,3,2/8/20,Women,0,2020,Portland,Air Force,13,3
Stanford Open 2020,College,246147,Chico State,7,Stanford B,8,2/8/20,Women,0,2020,Stanford B,Chico State,8,7
Stanford Open 2020,College,246148,Portland,10,Chico State,6,2/8/20,Women,0,2020,Portland,Chico State,10,6
Stanford Open 2020,College,246149,Santa Clara,12,Stanford B,2,2/8/20,Women,0,2020,Santa Clara,Stanford B,12,2
Stanford Open 2020,College,246151,Lewis & Clark,6,Humboldt State,9,2/8/20,Women,0,2020,Humboldt State,Lewis & Clark,9,6
Stanford Open 2020,College,246152,California-Santa Cruz,13,Lewis & Clark,6,2/8/20,Women,0,2020,California-Santa Cruz,Lewis & Clark,13,6
Stanford Open 2020,College,246153,San Diego State University,13,Humboldt State,1,2/8/20,Women,0,2020,San Diego State University,Humboldt State,13,1
Stanford Open 2020,College,246155,San Diego State University,13,Lewis & Clark,0,2/8/20,Women,0,2020,San Diego State University,Lewis & Clark,13,0
Stanford Open 2020,College,246156,California-Santa Cruz,13,Humboldt State,1,2/8/20,Women,0,2020,California-Santa Cruz,Humboldt State,13,1
Stanford Open 2020,College,246158,California-Santa Cruz,13,San Diego State University,4,2/8/20,Women,0,2020,California-Santa Cruz,San Diego State University,13,4
Commonwealth Cup 2020 Weekend 1,College,246196,Catholic,3,Temple,13,1/1/20,Women,0,2020,Temple,Catholic,13,3
Commonwealth Cup 2020 Weekend 1,College,246197,George Mason,5,Boston College,12,1/1/20,Women,0,2020,Boston College,George Mason,12,5
Commonwealth Cup 2020 Weekend 1,College,246199,Catholic,10,George Mason,6,1/1/20,Women,0,2020,Catholic,George Mason,10,6
Commonwealth Cup 2020 Weekend 1,College,246200,Catholic,8,Swarthmore,9,1/1/20,Women,0,2020,Swarthmore,Catholic,9,8
Commonwealth Cup 2020 Weekend 1,College,246201,George Mason,11,Maryland,12,1/1/20,Women,0,2020,Maryland,George Mason,12,11
Commonwealth Cup 2020 Weekend 1,College,246202,Connecticut,10,Georgetown,9,1/1/20,Women,0,2020,Connecticut,Georgetown,10,9
Commonwealth Cup 2020 Weekend 1,College,246203,Swarthmore,13,Connecticut,10,1/1/20,Women,0,2020,Swarthmore,Connecticut,13,10
Commonwealth Cup 2020 Weekend 1,College,246204,Maryland,7,Georgetown,9,1/1/20,Women,0,2020,Georgetown,Maryland,9,7
Commonwealth Cup 2020 Weekend 1,College,246205,Mary Washington,7,Pittsburgh B,8,1/1/20,Women,0,2020,Pittsburgh B,Mary Washington,8,7
Commonwealth Cup 2020 Weekend 1,College,246206,North Carolina B,6,Wake Forest,9,1/1/20,Women,0,2020,Wake Forest,North Carolina B,9,6
Commonwealth Cup 2020 Weekend 1,College,246207,Mary Washington,10,Wake Forest,8,1/1/20,Women,0,2020,Mary Washington,Wake Forest,10,8
Commonwealth Cup 2020 Weekend 1,College,246208,North Carolina B,1,Pittsburgh B,13,1/1/20,Women,0,2020,Pittsburgh B,North Carolina B,13,1
Commonwealth Cup 2020 Weekend 1,College,246209,Mary Washington,13,North Carolina B,0,1/1/20,Women,0,2020,Mary Washington,North Carolina B,13,0
Commonwealth Cup 2020 Weekend 1,College,246210,Pittsburgh B,7,Wake Forest,11,1/1/20,Women,0,2020,Wake Forest,Pittsburgh B,11,7
Commonwealth Cup 2020 Weekend 1,College,246211,Ohio State B,6,Franciscan,11,1/1/20,Women,0,2020,Franciscan,Ohio State B,11,6
Commonwealth Cup 2020 Weekend 1,College,246212,Ohio State B,6,Michigan B,12,1/1/20,Women,0,2020,Michigan B,Ohio State B,12,6
Commonwealth Cup 2020 Weekend 1,College,246213,Virginia B,9,Franciscan,7,1/1/20,Women,0,2020,Virginia B,Franciscan,9,7
Commonwealth Cup 2020 Weekend 1,College,246214,Ohio State B,4,Virginia B,12,1/1/20,Women,0,2020,Virginia B,Ohio State B,12,4
Commonwealth Cup 2020 Weekend 1,College,246216,Virginia B,8,Michigan B,9,1/1/20,Women,0,2020,Michigan B,Virginia B,9,8
Stanford Open 2020,College,246230,California-Santa Cruz,7,Santa Clara,5,2/9/20,Women,0,2020,California-Santa Cruz,Santa Clara,7,5
Stanford Open 2020,College,246231,Portland,7,San Diego State University,6,2/9/20,Women,0,2020,Portland,San Diego State University,7,6
Stanford Open 2020,College,246232,Carleton College,4,California-Davis,5,2/9/20,Women,0,2020,California-Davis,Carleton College,5,4
Stanford Open 2020,College,246234,Portland,3,California-Davis,8,2/9/20,Women,0,2020,California-Davis,Portland,8,3
Stanford Open 2020,College,246235,California-Santa Cruz,6,California-Davis,5,2/9/20,Women,0,2020,California-Santa Cruz,California-Davis,6,5
Stanford Open 2020,College,246237,San Diego State University,11,Carleton College,0,2/9/20,Women,0,2020,San Diego State University,Carleton College,11,0
Stanford Open 2020,College,246239,Santa Clara,6,Carleton College,9,2/9/20,Women,0,2020,Carleton College,Santa Clara,9,6
Bates Second Annual First Big Dance,College,246326,Bates,10,Amherst College,4,3/1/20,Women,0,2020,Bates,Amherst College,10,4
Bates Second Annual First Big Dance,College,246327,Colby,10,Bowdoin,4,3/1/20,Women,0,2020,Colby,Bowdoin,10,4
Bates Second Annual First Big Dance,College,246328,Bates,7,Colby,9,3/1/20,Women,0,2020,Colby,Bates,9,7
Bates Second Annual First Big Dance,College,246329,Mount Holyoke,11,Bowdoin,2,3/1/20,Women,0,2020,Mount Holyoke,Bowdoin,11,2
Bates Second Annual First Big Dance,College,246330,Bowdoin,7,Amherst College,6,3/1/20,Women,0,2020,Bowdoin,Amherst College,7,6
Bates Second Annual First Big Dance,College,246331,Mount Holyoke,9,Colby,6,3/1/20,Women,0,2020,Mount Holyoke,Colby,9,6
Bates Second Annual First Big Dance,College,246332,Bates,9,Bowdoin,5,3/1/20,Women,0,2020,Bates,Bowdoin,9,5
Bates Second Annual First Big Dance,College,246333,Mount Holyoke,11,Amherst College,3,3/1/20,Women,0,2020,Mount Holyoke,Amherst College,11,3
Bates Second Annual First Big Dance,College,246334,Bates,7,Mount Holyoke,8,3/1/20,Women,0,2020,Mount Holyoke,Bates,8,7
Bates Second Annual First Big Dance,College,246335,Colby,13,Amherst College,1,3/1/20,Women,0,2020,Colby,Amherst College,13,1
Antifreeze 2020,College,246799,Trinity,8,Texas Christian,3,2/8/20,Women,0,2020,Trinity,Texas Christian,8,3
Antifreeze 2020,College,246800,Texas A&M,13,Sam Houston State,1,2/8/20,Women,0,2020,Texas A&M,Sam Houston State,13,1
Antifreeze 2020,College,246801,Trinity,12,Sam Houston State,5,2/8/20,Women,0,2020,Trinity,Sam Houston State,12,5
Antifreeze 2020,College,246802,Texas A&M,12,Texas Christian,4,2/8/20,Women,0,2020,Texas A&M,Texas Christian,12,4
Antifreeze 2020,College,246803,Trinity,6,Texas A&M,9,2/8/20,Women,0,2020,Texas A&M,Trinity,9,6
Antifreeze 2020,College,246804,Texas Christian,7,Sam Houston State,4,2/8/20,Women,0,2020,Texas Christian,Sam Houston State,7,4
Antifreeze 2020,College,246805,Rice,9,Texas B,6,2/8/20,Women,0,2020,Rice,Texas B,9,6
Antifreeze 2020,College,246806,Tulane,13,Houston,0,2/8/20,Women,0,2020,Tulane,Houston,13,0
Antifreeze 2020,College,246807,Rice,11,Houston,4,2/8/20,Women,0,2020,Rice,Houston,11,4
Antifreeze 2020,College,246808,Tulane,8,Texas B,1,2/8/20,Women,0,2020,Tulane,Texas B,8,1
Antifreeze 2020,College,246809,Rice,8,Tulane,10,2/8/20,Women,0,2020,Tulane,Rice,10,8
Antifreeze 2020,College,246810,Texas B,13,Houston,1,2/8/20,Women,0,2020,Texas B,Houston,13,1
Antifreeze 2020,College,246811,Texas A&M,15,Houston,2,2/9/20,Women,0,2020,Texas A&M,Houston,15,2
Antifreeze 2020,College,246812,Rice,13,Texas Christian,7,2/9/20,Women,0,2020,Rice,Texas Christian,13,7
Antifreeze 2020,College,246813,Trinity,10,Texas B,5,2/9/20,Women,0,2020,Trinity,Texas B,10,5
Antifreeze 2020,College,246814,Sam Houston State,4,Tulane,10,2/9/20,Women,0,2020,Tulane,Sam Houston State,10,4
Antifreeze 2020,College,246815,Texas A&M,11,Rice,10,2/9/20,Women,0,2020,Texas A&M,Rice,11,10
Antifreeze 2020,College,246816,Trinity,8,Tulane,6,2/9/20,Women,0,2020,Trinity,Tulane,8,6
Antifreeze 2020,College,246817,Texas A&M,15,Trinity,7,2/9/20,Women,0,2020,Texas A&M,Trinity,15,7
Antifreeze 2020,College,246818,Rice,10,Tulane,7,2/9/20,Women,0,2020,Rice,Tulane,10,7
Antifreeze 2020,College,246819,Houston,2,Texas Christian,9,2/9/20,Women,0,2020,Texas Christian,Houston,9,2
Antifreeze 2020,College,246820,Texas B,8,Sam Houston State,5,2/9/20,Women,0,2020,Texas B,Sam Houston State,8,5
Antifreeze 2020,College,246821,Texas Christian,4,Texas B,10,2/9/20,Women,0,2020,Texas B,Texas Christian,10,4
Antifreeze 2020,College,246822,Houston,5,Sam Houston State,8,2/9/20,Women,0,2020,Sam Houston State,Houston,8,5
Stanford Open 2020,College,246987,Stanford B,4,Sonoma State,3,2/9/20,Women,0,2020,Stanford B,Sonoma State,4,3
Stanford Open 2020,College,246988,Pacific Lutheran,3,Puget Sound,6,2/9/20,Women,0,2020,Puget Sound,Pacific Lutheran,6,3
Stanford Open 2020,College,246989,Stanford B,3,Lewis & Clark,2,2/9/20,Women,0,2020,Stanford B,Lewis & Clark,3,2
Stanford Open 2020,College,246990,Claremont,5,Sonoma State,6,2/9/20,Women,0,2020,Sonoma State,Claremont,6,5
Stanford Open 2020,College,246991,Pacific Lutheran,10,Claremont,0,2/9/20,Women,0,2020,Pacific Lutheran,Claremont,10,0
Stanford Open 2020,College,246992,Puget Sound,4,Lewis & Clark,1,2/9/20,Women,0,2020,Puget Sound,Lewis & Clark,4,1
Stanford Open 2020,College,246996,Chico State,6,Cal Poly SLO B,5,2/9/20,Women,0,2020,Chico State,Cal Poly SLO B,6,5
Stanford Open 2020,College,246997,UCLA B,5,Air Force,4,2/9/20,Women,0,2020,UCLA B,Air Force,5,4
Stanford Open 2020,College,246998,Chico State,5,UCLA B,6,2/9/20,Women,0,2020,UCLA B,Chico State,6,5
Stanford Open 2020,College,246999,Humboldt State,1,Air Force,5,2/9/20,Women,0,2020,Air Force,Humboldt State,5,1
Stanford Open 2020,College,247001,Humboldt State,5,UCLA B,4,2/9/20,Women,0,2020,Humboldt State,UCLA B,5,4
Stanford Open 2020,College,247002,Chico State,5,Air Force,6,2/9/20,Women,0,2020,Air Force,Chico State,6,5
Stanford Open 2020,College,247005,UCLA B,7,Cal Poly SLO B,6,2/9/20,Women,0,2020,UCLA B,Cal Poly SLO B,7,6
Stanford Open 2020,College,247018,Lewis & Clark,4,Sonoma State,5,2/9/20,Women,0,2020,Sonoma State,Lewis & Clark,5,4
Stanford Open 2020,College,247019,Stanford B,6,Claremont,5,2/9/20,Women,0,2020,Stanford B,Claremont,6,5
Commonwealth Cup 2020 Weekend 2,College,247091,Northeastern,11,Northwestern,8,1/1/20,Women,0,2020,Northeastern,Northwestern,11,8
Commonwealth Cup 2020 Weekend 2,College,247092,North Carolina,15,Northwestern,6,1/1/20,Women,0,2020,North Carolina,Northwestern,15,6
Commonwealth Cup 2020 Weekend 2,College,247093,North Carolina,15,Northeastern,5,1/1/20,Women,0,2020,North Carolina,Northeastern,15,5
Commonwealth Cup 2020 Weekend 2,College,247094,Ohio State,10,Pittsburgh,11,1/1/20,Women,0,2020,Pittsburgh,Ohio State,11,10
Commonwealth Cup 2020 Weekend 2,College,247095,Vermont,11,Georgia,10,1/1/20,Women,0,2020,Vermont,Georgia,11,10
Commonwealth Cup 2020 Weekend 2,College,247096,Ohio State,13,Georgia,6,1/1/20,Women,0,2020,Ohio State,Georgia,13,6
Commonwealth Cup 2020 Weekend 2,College,247097,Vermont,5,Pittsburgh,12,1/1/20,Women,0,2020,Pittsburgh,Vermont,12,5
Commonwealth Cup 2020 Weekend 2,College,247098,Ohio State,10,Vermont,8,1/1/20,Women,0,2020,Ohio State,Vermont,10,8
Commonwealth Cup 2020 Weekend 2,College,247099,Pittsburgh,8,Georgia,13,1/1/20,Women,0,2020,Georgia,Pittsburgh,13,8
Commonwealth Cup 2020 Weekend 2,College,247101,Oberlin,9,North Carolina-Wilmington,11,1/1/20,Women,0,2020,North Carolina-Wilmington,Oberlin,11,9
Commonwealth Cup 2020 Weekend 2,College,247103,Oberlin,7,Michigan,11,1/1/20,Women,0,2020,Michigan,Oberlin,11,7
Commonwealth Cup 2020 Weekend 2,College,247105,Michigan,9,North Carolina-Wilmington,8,1/1/20,Women,0,2020,Michigan,North Carolina-Wilmington,9,8
Commonwealth Cup 2020 Weekend 2,College,247106,Virginia,13,Pennsylvania,3,1/1/20,Women,0,2020,Virginia,Pennsylvania,13,3
Commonwealth Cup 2020 Weekend 2,College,247107,Harvard,9,Columbia,10,1/1/20,Women,0,2020,Columbia,Harvard,10,9
Commonwealth Cup 2020 Weekend 2,College,247108,Virginia,12,Columbia,5,1/1/20,Women,0,2020,Virginia,Columbia,12,5
Commonwealth Cup 2020 Weekend 2,College,247109,Harvard,4,Pennsylvania,10,1/1/20,Women,0,2020,Pennsylvania,Harvard,10,4
Commonwealth Cup 2020 Weekend 2,College,247110,Virginia,13,Harvard,5,1/1/20,Women,0,2020,Virginia,Harvard,13,5
Commonwealth Cup 2020 Weekend 2,College,247111,Pennsylvania,9,Columbia,8,1/1/20,Women,0,2020,Pennsylvania,Columbia,9,8
Commonwealth Cup 2020 Weekend 2,College,247112,Florida,13,North Carolina State,6,1/1/20,Women,0,2020,Florida,North Carolina State,13,6
Commonwealth Cup 2020 Weekend 2,College,247113,Duke,11,Brown,5,1/1/20,Women,0,2020,Duke,Brown,11,5
Commonwealth Cup 2020 Weekend 2,College,247114,Florida,9,Brown,6,1/1/20,Women,0,2020,Florida,Brown,9,6
Commonwealth Cup 2020 Weekend 2,College,247115,Duke,8,North Carolina State,9,1/1/20,Women,0,2020,North Carolina State,Duke,9,8
Commonwealth Cup 2020 Weekend 2,College,247116,Florida,11,Duke,7,1/1/20,Women,0,2020,Florida,Duke,11,7
Commonwealth Cup 2020 Weekend 2,College,247117,North Carolina State,10,Brown,5,1/1/20,Women,0,2020,North Carolina State,Brown,10,5
Commonwealth Cup 2020 Weekend 2,College,247118,North Carolina,11,Pittsburgh,9,1/1/20,Women,0,2020,North Carolina,Pittsburgh,11,9
Commonwealth Cup 2020 Weekend 2,College,247119,Ohio State,11,Northeastern,15,1/1/20,Women,0,2020,Northeastern,Ohio State,15,11
Commonwealth Cup 2020 Weekend 2,College,247120,Northwestern,10,Vermont,11,1/1/20,Women,0,2020,Vermont,Northwestern,11,10
Commonwealth Cup 2020 Weekend 2,College,247121,Duke,9,Oberlin,11,1/1/20,Women,0,2020,Oberlin,Duke,11,9
Commonwealth Cup 2020 Weekend 2,College,247122,North Carolina-Wilmington,15,Harvard,7,1/1/20,Women,0,2020,North Carolina-Wilmington,Harvard,15,7
Commonwealth Cup 2020 Weekend 2,College,247123,Columbia,11,Brown,7,1/1/20,Women,0,2020,Columbia,Brown,11,7
Commonwealth Cup 2020 Weekend 2,College,247124,North Carolina,15,Oberlin,2,1/1/20,Women,0,2020,North Carolina,Oberlin,15,2
Commonwealth Cup 2020 Weekend 2,College,247125,Georgia,12,Virginia,13,1/1/20,Women,0,2020,Virginia,Georgia,13,12
Commonwealth Cup 2020 Weekend 2,College,247126,Ohio State,15,North Carolina-Wilmington,4,1/1/20,Women,0,2020,Ohio State,North Carolina-Wilmington,15,4
Commonwealth Cup 2020 Weekend 2,College,247127,Northwestern,8,North Carolina State,10,1/1/20,Women,0,2020,North Carolina State,Northwestern,10,8
Commonwealth Cup 2020 Weekend 2,College,247128,Pittsburgh,12,Columbia,4,1/1/20,Women,0,2020,Pittsburgh,Columbia,12,4
Commonwealth Cup 2020 Weekend 2,College,247130,Northeastern,13,Michigan,10,1/1/20,Women,0,2020,Northeastern,Michigan,13,10
Commonwealth Cup 2020 Weekend 2,College,247131,Vermont,10,Pennsylvania,4,1/1/20,Women,0,2020,Vermont,Pennsylvania,10,4
Commonwealth Cup 2020 Weekend 2,College,247132,North Carolina,13,Virginia,8,1/1/20,Women,0,2020,North Carolina,Virginia,13,8
Commonwealth Cup 2020 Weekend 2,College,247133,Ohio State,15,North Carolina State,5,1/1/20,Women,0,2020,Ohio State,North Carolina State,15,5
Commonwealth Cup 2020 Weekend 2,College,247135,Northeastern,14,Vermont,11,1/1/20,Women,0,2020,Northeastern,Vermont,14,11
Commonwealth Cup 2020 Weekend 2,College,247136,North Carolina,15,Ohio State,9,1/1/20,Women,0,2020,North Carolina,Ohio State,15,9
Commonwealth Cup 2020 Weekend 2,College,247137,Pittsburgh,14,Northeastern,12,1/1/20,Women,0,2020,Pittsburgh,Northeastern,14,12
Commonwealth Cup 2020 Weekend 2,College,247138,North Carolina,15,Pittsburgh,8,1/1/20,Women,0,2020,North Carolina,Pittsburgh,15,8
Commonwealth Cup 2020 Weekend 2,College,247139,Ohio State,13,Northeastern,14,1/1/20,Women,0,2020,Northeastern,Ohio State,14,13
Commonwealth Cup 2020 Weekend 2,College,247140,Virginia,14,North Carolina State,9,1/1/20,Women,0,2020,Virginia,North Carolina State,14,9
Commonwealth Cup 2020 Weekend 2,College,247142,Virginia,10,Vermont,6,1/1/20,Women,0,2020,Virginia,Vermont,10,6
Commonwealth Cup 2020 Weekend 2,College,247144,Oberlin,7,Georgia,14,1/1/20,Women,0,2020,Georgia,Oberlin,14,7
Commonwealth Cup 2020 Weekend 2,College,247145,North Carolina-Wilmington,1,Northwestern,15,1/1/20,Women,0,2020,Northwestern,North Carolina-Wilmington,15,1
Commonwealth Cup 2020 Weekend 2,College,247146,Georgia,10,Northwestern,12,1/1/20,Women,0,2020,Northwestern,Georgia,12,10
Commonwealth Cup 2020 Weekend 2,College,247148,Columbia,7,Florida,13,1/1/20,Women,0,2020,Florida,Columbia,13,7
Commonwealth Cup 2020 Weekend 2,College,247149,Michigan,12,Pennsylvania,6,1/1/20,Women,0,2020,Michigan,Pennsylvania,12,6
Commonwealth Cup 2020 Weekend 2,College,247150,Florida,13,Michigan,7,1/1/20,Women,0,2020,Florida,Michigan,13,7
Commonwealth Cup 2020 Weekend 2,College,247151,Columbia,7,Pennsylvania,9,1/1/20,Women,0,2020,Pennsylvania,Columbia,9,7
Presidents' Day Invite 2020,College,247155,California-San Diego,11,California,7,1/1/20,Women,0,2020,California-San Diego,California,11,7
Presidents' Day Invite 2020,College,247156,Colorado,13,Whitman,2,1/1/20,Women,0,2020,Colorado,Whitman,13,2
Presidents' Day Invite 2020,College,247157,California-San Diego,10,Whitman,4,1/1/20,Women,0,2020,California-San Diego,Whitman,10,4
Presidents' Day Invite 2020,College,247158,Colorado,9,California,11,1/1/20,Women,0,2020,California,Colorado,11,9
Presidents' Day Invite 2020,College,247159,California-San Diego,12,Colorado,4,1/1/20,Women,0,2020,California-San Diego,Colorado,12,4
Presidents' Day Invite 2020,College,247160,California,9,Whitman,8,1/1/20,Women,0,2020,California,Whitman,9,8
Presidents' Day Invite 2020,College,247161,Western Washington,12,Colorado College,6,1/1/20,Women,0,2020,Western Washington,Colorado College,12,6
Presidents' Day Invite 2020,College,247162,UCLA,10,Chicago,9,1/1/20,Women,0,2020,UCLA,Chicago,10,9
Presidents' Day Invite 2020,College,247163,Western Washington,13,Chicago,4,1/1/20,Women,0,2020,Western Washington,Chicago,13,4
Presidents' Day Invite 2020,College,247164,UCLA,9,Colorado College,8,1/1/20,Women,0,2020,UCLA,Colorado College,9,8
Presidents' Day Invite 2020,College,247165,Western Washington,8,UCLA,9,1/1/20,Women,0,2020,UCLA,Western Washington,9,8
Presidents' Day Invite 2020,College,247166,Colorado College,9,Chicago,7,1/1/20,Women,0,2020,Colorado College,Chicago,9,7
Presidents' Day Invite 2020,College,247167,California-Santa Barbara,12,Cal Poly-SLO,5,1/1/20,Women,0,2020,California-Santa Barbara,Cal Poly-SLO,12,5
Presidents' Day Invite 2020,College,247168,Oregon,9,Massachusetts,10,1/1/20,Women,0,2020,Massachusetts,Oregon,10,9
Presidents' Day Invite 2020,College,247169,California-Santa Barbara,13,Massachusetts,7,1/1/20,Women,0,2020,California-Santa Barbara,Massachusetts,13,7
Presidents' Day Invite 2020,College,247170,Oregon,7,Cal Poly-SLO,8,1/1/20,Women,0,2020,Cal Poly-SLO,Oregon,8,7
Presidents' Day Invite 2020,College,247171,California-Santa Barbara,14,Oregon,4,1/1/20,Women,0,2020,California-Santa Barbara,Oregon,14,4
