event,division,game_id,team_1,team_1_score,team_2,team_2_score,game_date
Philly Invite XI,Club - Mixed,77476,The Bandits,14,Los Penguinos,13,2015-07-18
Philly Invite XI,Club - Mixed,77477,Grand Army.,15,Dix y Chix,6,2015-07-18
Philly Invite XI,Club - Mixed,77478,The Bandits,15,Dix y Chix,8,2015-07-18
Philly Invite XI,Club - Mixed,77479,Grand Army.,11,Los Penguinos,13,2015-07-18
Philly Invite XI,Club - Mixed,77480,The Bandits,16,Grand Army.,17,2015-07-18
Philly Invite XI,Club - Mixed,77481,Los Penguinos,15,Dix y Chix,11,2015-07-18
Philly Invite XI,Club - Mixed,77140,Ant Madness,15,BITMAP,9,2015-07-18
Philly Invite XI,Club - Mixed,77141,Sparkle Ponies,15,The Bandits,8,2015-07-18
Philly Invite XI,Club - Mixed,77142,Lions,15,Los Penguinos,8,2015-07-18
Philly Invite XI,Club - Mixed,77143,American Hyperbole,15,Clue,8,2015-07-18
Philly Invite XI,Club - Mixed,77144,Metro North,14,Bang!,11,2015-07-18
Philly Invite XI,Club - Mixed,77145,The Muffin Men,15,Jughandle,10,2015-07-18
Philly Invite XI,Club - Mixed,77146,Lake Avengers,11,Grand Army.,15,2015-07-18
Philly Invite XI,Club - Mixed,77147,Hatch,13,Dix y Chix,14,2015-07-18
Philly Invite XI,Club - Mixed,77170,Jughandle,13,Bang!,15,2015-07-19
Philly Invite XI,Club - Mixed,77174,Ant Madness,10,Sparkle Ponies,15,2015-07-19
Philly Invite XI,Club - Mixed,77172,American Hyperbole,9,Ant Madness,11,2015-07-19
Philly Invite XI,Club - Mixed,77173,Sparkle Ponies,14,Lions,11,2015-07-19
Philly Invite XI,Club - Mixed,77175,American Hyperbole,9,Lions,13,2015-07-19
Philly Invite XI,Club - Mixed,77513,Clue,15,Los Penguinos,6,2015-07-19
Philly Invite XI,Club - Mixed,77511,Clue,15,Lake Avengers,10,2015-07-19
Philly Invite XI,Club - Mixed,77512,BITMAP,11,Los Penguinos,13,2015-07-19
Philly Invite XI,Club - Mixed,77507,Clue,15,Dix y Chix,3,2015-07-19
Philly Invite XI,Club - Mixed,77508,Lake Avengers,15,The Bandits,10,2015-07-19
Philly Invite XI,Club - Mixed,77509,BITMAP,13,Grand Army.,12,2015-07-19
Philly Invite XI,Club - Mixed,77510,Hatch,7,Los Penguinos,15,2015-07-19
Philly Invite XI,Club - Mixed,77514,Lake Avengers,11,BITMAP,9,2015-07-19
Philly Invite XI,Club - Mixed,77517,Dix y Chix,8,Grand Army.,15,2015-07-19
Philly Invite XI,Club - Mixed,77515,Dix y Chix,15,The Bandits,12,2015-07-19
Philly Invite XI,Club - Mixed,77516,Grand Army.,15,Hatch,5,2015-07-19
Philly Invite XI,Club - Mixed,77518,The Bandits,11,Hatch,5,2015-07-19
Philly Invite XI,Club - Mixed,116770,Metro North,15,The Muffin Men,13,2015-07-19
Philly Invite XI,Club - Mixed,116768,Metro North,15,Jughandle,6,2015-07-19
Philly Invite XI,Club - Mixed,116769,The Muffin Men,15,Bang!,7,2015-07-19
Philly Invite XI,Club - Mixed,116764,Metro North,15,American Hyperbole,8,2015-07-19
Philly Invite XI,Club - Mixed,116765,Ant Madness,11,Jughandle,13,2015-07-19
Philly Invite XI,Club - Mixed,116766,The Muffin Men,15,Sparkle Ponies,9,2015-07-19
Philly Invite XI,Club - Mixed,116767,Lions,7,Bang!,14,2015-07-19
NC/VA Round Robin,Club - Mixed,78756,Legion,12,Rail Yard,3,2015-07-22
NC/VA Round Robin,Club - Mixed,78757,Carolina Reign,15,Rail Yard,5,2015-07-22
NC/VA Round Robin,Club - Mixed,78758,Carolina Reign,13,Legion,12,2015-07-22
Rocky Mountain State Games 2015,Club - Mixed,78610,Spikes Peak,11,Spring Loaded,4,2015-07-25
Rocky Mountain State Games 2015,Club - Mixed,78611,Vertigo,2,Trash Bears,13,2015-07-25
Rocky Mountain State Games 2015,Club - Mixed,78612,Force Collins,13,Serengeti,6,2015-07-25
Rocky Mountain State Games 2015,Club - Mixed,78613,Spikes Peak,12,Vertigo,6,2015-07-25
Rocky Mountain State Games 2015,Club - Mixed,78614,Spring Loaded,9,Force Collins,6,2015-07-25
Rocky Mountain State Games 2015,Club - Mixed,78615,Trash Bears,13,Serengeti,2,2015-07-25
Rocky Mountain State Games 2015,Club - Mixed,78616,Spikes Peak,13,Force Collins,3,2015-07-25
Rocky Mountain State Games 2015,Club - Mixed,78617,Vertigo,12,Serengeti,6,2015-07-25
Rocky Mountain State Games 2015,Club - Mixed,78618,Spring Loaded,8,Trash Bears,11,2015-07-25
Rocky Mountain State Games 2015,Club - Mixed,78619,Spikes Peak,13,Serengeti,2,2015-07-25
Rocky Mountain State Games 2015,Club - Mixed,78620,Vertigo,6,Spring Loaded,13,2015-07-25
Rocky Mountain State Games 2015,Club - Mixed,78621,Force Collins,6,Trash Bears,13,2015-07-25
Rocky Mountain State Games 2015,Club - Mixed,78622,Spikes Peak,11,Trash Bears,10,2015-07-25
Rocky Mountain State Games 2015,Club - Mixed,78623,Vertigo,4,Force Collins,13,2015-07-25
Rocky Mountain State Games 2015,Club - Mixed,78624,Spring Loaded,13,Serengeti,7,2015-07-25
Rocky Mountain State Games 2015,Club - Mixed,78629,Spikes Peak,11,Trash Bears,15,2015-07-26
Rocky Mountain State Games 2015,Club - Mixed,78627,Spikes Peak,13,Vertigo,0,2015-07-26
Rocky Mountain State Games 2015,Club - Mixed,78628,Trash Bears,13,Spring Loaded,5,2015-07-26
Rocky Mountain State Games 2015,Club - Mixed,78625,Force Collins,10,Vertigo,12,2015-07-26
Rocky Mountain State Games 2015,Club - Mixed,78626,Spring Loaded,13,Serengeti,4,2015-07-26
Rocky Mountain State Games 2015,Club - Mixed,78630,Force Collins,8,Serengeti,3,2015-07-26
Rocky Mountain State Games 2015,Club - Mixed,78631,Vertigo,12,Spring Loaded,13,2015-07-26
2015 Club Terminus,Club - Men,78511,Southern Hospitality,13,Humidity,5,2015-07-25
2015 Club Terminus,Club - Men,78512,Turbine,13,NME,11,2015-07-25
2015 Club Terminus,Club - Men,78513,Southern Hospitality,11,NME,10,2015-07-25
2015 Club Terminus,Club - Men,78514,Turbine,13,Humidity,2,2015-07-25
2015 Club Terminus,Club - Men,78515,Southern Hospitality,9,Turbine,13,2015-07-25
2015 Club Terminus,Club - Men,78516,NME,13,Humidity,3,2015-07-25
2015 Club Terminus,Club - Men,78517,Omen,12,Cerberus,9,2015-07-25
2015 Club Terminus,Club - Men,78518,Bullet,13,Shrimp Boat,4,2015-07-25
2015 Club Terminus,Club - Men,78519,Omen,13,Shrimp Boat,5,2015-07-25
2015 Club Terminus,Club - Men,78520,Bullet,13,Cerberus,4,2015-07-25
2015 Club Terminus,Club - Men,78521,Omen,8,Bullet,12,2015-07-25
2015 Club Terminus,Club - Men,78522,Shrimp Boat,9,Cerberus,11,2015-07-25
2015 Club Terminus,Club - Men,78525,Ironmen,13,Shotgun,6,2015-07-25
2015 Club Terminus,Club - Men,78526,UpRoar,13,Blade,3,2015-07-25
2015 Club Terminus,Club - Men,78523,Ironmen,13,Blade,1,2015-07-25
2015 Club Terminus,Club - Men,78524,UpRoar,12,Shotgun,8,2015-07-25
2015 Club Terminus,Club - Men,78527,Ironmen,13,UpRoar,6,2015-07-25
2015 Club Terminus,Club - Men,78528,Blade,13,Shotgun,11,2015-07-25
2015 Club Terminus,Club - Men,78531,Freaks Uv Nature,13,BaNC,8,2015-07-25
2015 Club Terminus,Club - Men,78532,Cash Crop,12,Jello Yackets,10,2015-07-25
2015 Club Terminus,Club - Men,78529,Freaks Uv Nature,13,Jello Yackets,5,2015-07-25
2015 Club Terminus,Club - Men,78530,Cash Crop,12,BaNC,10,2015-07-25
2015 Club Terminus,Club - Men,78533,Freaks Uv Nature,13,Cash Crop,9,2015-07-25
2015 Club Terminus,Club - Men,78534,Jello Yackets,5,BaNC,13,2015-07-25
2015 Club Terminus,Club - Men,78535,Cash Crop,13,NME,7,2015-07-25
2015 Club Terminus,Club - Men,78536,BaNC,7,Southern Hospitality,13,2015-07-25
2015 Club Terminus,Club - Men,78537,Cerberus,13,UpRoar,9,2015-07-25
2015 Club Terminus,Club - Men,78538,Omen,9,Blade,6,2015-07-25
2015 Club Terminus,Club - Men,78563,Freaks Uv Nature,13,Ironmen,10,2015-07-26
2015 Club Terminus,Club - Men,78561,Turbine,9,Freaks Uv Nature,13,2015-07-26
2015 Club Terminus,Club - Men,78562,Ironmen,13,Bullet,10,2015-07-26
2015 Club Terminus,Club - Men,78557,Turbine,13,Omen,11,2015-07-26
2015 Club Terminus,Club - Men,78558,Freaks Uv Nature,13,Cerberus,5,2015-07-26
2015 Club Terminus,Club - Men,78559,Ironmen,13,Cash Crop,11,2015-07-26
2015 Club Terminus,Club - Men,78560,Bullet,12,Southern Hospitality,11,2015-07-26
2015 Club Terminus,Club - Men,78564,Turbine,13,Bullet,10,2015-07-26
2015 Club Terminus,Club - Men,78567,Omen,0,Southern Hospitality,0,2015-07-26
2015 Club Terminus,Club - Men,78565,Omen,11,Cerberus,10,2015-07-26
2015 Club Terminus,Club - Men,78566,Cash Crop,9,Southern Hospitality,12,2015-07-26
2015 Club Terminus,Club - Men,78568,Cerberus,0,Cash Crop,0,2015-07-26
2015 Club Terminus,Club - Men,78575,Jello Yackets,7,NME,13,2015-07-26
2015 Club Terminus,Club - Men,78573,Humidity,10,Jello Yackets,12,2015-07-26
2015 Club Terminus,Club - Men,78574,NME,13,BaNC,12,2015-07-26
2015 Club Terminus,Club - Men,78569,Blade,9,Humidity,10,2015-07-26
2015 Club Terminus,Club - Men,78570,UpRoar,9,Jello Yackets,10,2015-07-26
2015 Club Terminus,Club - Men,78571,NME,10,Shotgun,6,2015-07-26
2015 Club Terminus,Club - Men,78572,BaNC,13,Shrimp Boat,5,2015-07-26
2015 Club Terminus,Club - Men,78576,Humidity,3,BaNC,13,2015-07-26
2015 Club Terminus,Club - Men,78579,UpRoar,13,Shrimp Boat,10,2015-07-26
2015 Club Terminus,Club - Men,78577,Blade,5,UpRoar,13,2015-07-26
2015 Club Terminus,Club - Men,78578,Shotgun,8,Shrimp Boat,13,2015-07-26
2015 Club Terminus,Club - Men,78580,Blade,13,Shotgun,8,2015-07-26
2015 Club Terminus,Club - Women,78365,Steel Magnolia,12,Temptress,4,2015-07-25
2015 Club Terminus,Club - Women,78366,Encore,12,Inferno,7,2015-07-25
2015 Club Terminus,Club - Women,78367,Outbreak,13,Golden Girls,0,2015-07-25
2015 Club Terminus,Club - Women,78368,Tabby Rosa,12,Inferno,10,2015-07-25
2015 Club Terminus,Club - Women,78369,Outbreak,13,Temptress,0,2015-07-25
2015 Club Terminus,Club - Women,78370,Encore,13,Golden Girls,1,2015-07-25
2015 Club Terminus,Club - Women,78371,Tabby Rosa,7,Outbreak,11,2015-07-25
2015 Club Terminus,Club - Women,78372,Steel Magnolia,13,Golden Girls,3,2015-07-25
2015 Club Terminus,Club - Women,78373,Encore,13,Temptress,2,2015-07-25
2015 Club Terminus,Club - Women,78374,Tabby Rosa,13,Steel Magnolia,5,2015-07-25
2015 Club Terminus,Club - Women,78375,Inferno,13,Temptress,1,2015-07-25
2015 Club Terminus,Club - Women,78376,Outbreak,11,Encore,13,2015-07-25
2015 Club Terminus,Club - Women,78377,Inferno,11,Steel Magnolia,12,2015-07-25
2015 Club Terminus,Club - Women,78378,Tabby Rosa,13,Golden Girls,4,2015-07-25
2015 Club Terminus,Club - Women,78380,Outbreak,13,Steel Magnolia,6,2015-07-26
2015 Club Terminus,Club - Women,78381,Inferno,13,Golden Girls,3,2015-07-26
2015 Club Terminus,Club - Women,78379,Temptress,8,Golden Girls,9,2015-07-26
2015 Club Terminus,Club - Women,78382,Tabby Rosa,13,Encore,8,2015-07-26
2015 Club Terminus,Club - Women,78383,Tabby Rosa,13,Temptress,1,2015-07-26
2015 Club Terminus,Club - Women,78384,Outbreak,13,Inferno,8,2015-07-26
2015 Club Terminus,Club - Women,78385,Encore,12,Steel Magnolia,8,2015-07-26
2015 Club Terminus,Club - Women,78508,Outbreak,11,Tabby Rosa,10,2015-07-26
2015 Club Terminus,Club - Women,78509,Encore,7,Steel Magnolia,2,2015-07-26
2015 Club Terminus,Club - Women,78510,Inferno,W,Golden Girls,F,2015-07-26
2015 Club Terminus,Club - Mixed,78473,Bucket,13,Swamp Rabbit,5,2015-07-25
2015 Club Terminus,Club - Mixed,78475,Atomic Drop,8,Murmur,10,2015-07-25
2015 Club Terminus,Club - Mixed,78490,Nooga by Nature,13,LoveShack,9,2015-07-25
2015 Club Terminus,Club - Mixed,78476,Nooga by Nature,13,BAREFOOT,6,2015-07-25
2015 Club Terminus,Club - Mixed,78477,Bucket,13,Murmur,2,2015-07-25
2015 Club Terminus,Club - Mixed,78479,Swamp Rabbit,9,Jolly Roger,6,2015-07-25
2015 Club Terminus,Club - Mixed,78500,Nooga by Nature,10,Jolly Roger,7,2015-07-25
2015 Club Terminus,Club - Mixed,78501,Bucket,13,9Hammer,6,2015-07-25
2015 Club Terminus,Club - Mixed,78502,LoveShack,4,Swamp Rabbit,13,2015-07-25
2015 Club Terminus,Club - Mixed,78503,Atomic Drop,10,BAREFOOT,11,2015-07-25
2015 Club Terminus,Club - Mixed,78505,LoveShack,10,Murmur,7,2015-07-25
2015 Club Terminus,Club - Mixed,78507,9Hammer,7,Jolly Roger,9,2015-07-25
2015 Club Terminus,Club - Mixed,78472,Nooga by Nature,13,9Hammer,5,2015-07-25
2015 Club Terminus,Club - Mixed,78478,LoveShack,11,Atomic Drop,10,2015-07-25
2015 Club Terminus,Club - Mixed,78504,Bucket,13,BAREFOOT,5,2015-07-25
2015 Club Terminus,Club - Mixed,78489,Swamp Rabbit,10,9Hammer,6,2015-07-25
2015 Club Terminus,Club - Mixed,78497,Murmur,11,BAREFOOT,13,2015-07-25
2015 Club Terminus,Club - Mixed,78492,9Hammer,13,Murmur,5,2015-07-26
2015 Club Terminus,Club - Mixed,78493,Jolly Roger,11,Atomic Drop,9,2015-07-26
2015 Club Terminus,Club - Mixed,78484,9Hammer,13,BAREFOOT,9,2015-07-26
2015 Club Terminus,Club - Mixed,78488,LoveShack,7,Jolly Roger,13,2015-07-26
2015 Club Terminus,Club - Mixed,78498,Nooga by Nature,7,Bucket,13,2015-07-26
2015 Club Terminus,Club - Mixed,78506,Swamp Rabbit,13,Atomic Drop,2,2015-07-26
2015 Club Terminus,Club - Mixed,78474,Jolly Roger,13,BAREFOOT,6,2015-07-26
2015 Club Terminus,Club - Mixed,78483,Bucket,13,LoveShack,3,2015-07-26
2015 Club Terminus,Club - Mixed,78494,Nooga by Nature,13,Atomic Drop,5,2015-07-26
2015 Club Terminus,Club - Mixed,78499,Swamp Rabbit,13,Murmur,8,2015-07-26
2015 Club Terminus,Club - Mixed,78581,Bucket,13,Swamp Rabbit,3,2015-07-26
2015 Club Terminus,Club - Mixed,78582,Nooga by Nature,13,Jolly Roger,5,2015-07-26
2015 Club Terminus,Club - Mixed,78583,9Hammer,10,LoveShack,12,2015-07-26
2015 Club Terminus,Club - Mixed,78584,BAREFOOT,10,Murmur,12,2015-07-26
Motown Throwdown 2015,Club - Men,78657,Smokestack,13,CAKti,1,2015-07-25
Motown Throwdown 2015,Club - Men,78658,Jurassic Shark,9,Black Market II,13,2015-07-25
Motown Throwdown 2015,Club - Men,78659,Smokestack,13,Black Market II,5,2015-07-25
Motown Throwdown 2015,Club - Men,78660,Jurassic Shark,11,CAKti,12,2015-07-25
Motown Throwdown 2015,Club - Men,78661,Smokestack,13,Jurassic Shark,5,2015-07-25
Motown Throwdown 2015,Club - Men,78662,CAKti,11,Black Market II,10,2015-07-25
Motown Throwdown 2015,Club - Men,78663,Beachfront Property,13,Bounty Hunters,3,2015-07-25
Motown Throwdown 2015,Club - Men,78664,Enigma,13,Black Sheep,6,2015-07-25
Motown Throwdown 2015,Club - Men,78665,Beachfront Property,13,Black Sheep,5,2015-07-25
Motown Throwdown 2015,Club - Men,78666,Enigma,13,Bounty Hunters,6,2015-07-25
Motown Throwdown 2015,Club - Men,78667,Beachfront Property,12,Enigma,11,2015-07-25
Motown Throwdown 2015,Club - Men,78668,Bounty Hunters,13,Black Sheep,7,2015-07-25
Motown Throwdown 2015,Club - Men,78669,Kentucky Flying Circus,11,Midnight Meat Train,9,2015-07-25
Motown Throwdown 2015,Club - Men,78670,MKE,13,Flying Pig,6,2015-07-25
Motown Throwdown 2015,Club - Men,78671,Kentucky Flying Circus,10,Flying Pig,6,2015-07-25
Motown Throwdown 2015,Club - Men,78672,MKE,13,Midnight Meat Train,8,2015-07-25
Motown Throwdown 2015,Club - Men,78673,Kentucky Flying Circus,4,MKE,13,2015-07-25
Motown Throwdown 2015,Club - Men,78674,Midnight Meat Train,13,Flying Pig,8,2015-07-25
Motown Throwdown 2015,Club - Men,78675,Black Market,13,Maverick,8,2015-07-25
Motown Throwdown 2015,Club - Men,78676,Brickyard,13,Spoiler,4,2015-07-25
Motown Throwdown 2015,Club - Men,78677,Black Market,13,Spoiler,10,2015-07-25
Motown Throwdown 2015,Club - Men,78678,Brickyard,13,Maverick,3,2015-07-25
Motown Throwdown 2015,Club - Men,78679,Black Market,6,Brickyard,13,2015-07-25
Motown Throwdown 2015,Club - Men,78680,Maverick,12,Spoiler,11,2015-07-25
Motown Throwdown 2015,Club - Men,78687,Chimney,6,Ascension,13,2015-07-25
Motown Throwdown 2015,Club - Men,78688,Hippie Mafia,9,Kekionga,12,2015-07-25
Motown Throwdown 2015,Club - Men,78689,Chimney,3,Kekionga,13,2015-07-25
Motown Throwdown 2015,Club - Men,78690,Hippie Mafia,8,Ascension,13,2015-07-25
Motown Throwdown 2015,Club - Men,78691,Chimney,7,Hippie Mafia,13,2015-07-25
Motown Throwdown 2015,Club - Men,78692,Ascension,13,Kekionga,8,2015-07-25
Motown Throwdown 2015,Club - Men,78759,Dirty D,10,SEMI,12,2015-07-25
Motown Throwdown 2015,Club - Men,78760,Chicago YCC U-19,13,SEMI,3,2015-07-25
Motown Throwdown 2015,Club - Men,78761,Chicago YCC U-19,13,Dirty D,6,2015-07-25
Motown Throwdown 2015,Club - Men,78693,Smokestack,13,Beachfront Property,7,2015-07-25
Motown Throwdown 2015,Club - Men,78694,MKE,8,Brickyard,9,2015-07-25
Motown Throwdown 2015,Club - Men,78695,CAKti,6,Bounty Hunters,13,2015-07-25
Motown Throwdown 2015,Club - Men,78696,Kentucky Flying Circus,9,Maverick,8,2015-07-25
Motown Throwdown 2015,Club - Men,78697,Enigma,13,Black Market II,8,2015-07-25
Motown Throwdown 2015,Club - Men,78698,Black Market,6,Midnight Meat Train,13,2015-07-25
Motown Throwdown 2015,Club - Men,78699,Jurassic Shark,7,Chicago YCC U-19,13,2015-07-25
Motown Throwdown 2015,Club - Men,78700,Black Sheep,10,Ascension,13,2015-07-25
Motown Throwdown 2015,Club - Men,78701,Flying Pig,12,SEMI,10,2015-07-25
Motown Throwdown 2015,Club - Men,78702,Spoiler,13,Hippie Mafia,5,2015-07-25
Motown Throwdown 2015,Club - Men,78704,Hippie Mafia,6,Dirty D,13,2015-07-25
Motown Throwdown 2015,Club - Men,78711,Smokestack,11,Brickyard,15,2015-07-26
Motown Throwdown 2015,Club - Men,78709,Smokestack,15,MKE,6,2015-07-26
Motown Throwdown 2015,Club - Men,78710,Brickyard,15,Beachfront Property,11,2015-07-26
Motown Throwdown 2015,Club - Men,78706,MKE,15,Kentucky Flying Circus,6,2015-07-26
Motown Throwdown 2015,Club - Men,78707,Brickyard,15,Enigma,11,2015-07-26
Motown Throwdown 2015,Club - Men,78708,Beachfront Property,15,Midnight Meat Train,11,2015-07-26
Motown Throwdown 2015,Club - Men,79244,Smokestack,14,Bounty Hunters,9,2015-07-26
Motown Throwdown 2015,Club - Men,78712,MKE,15,Beachfront Property,9,2015-07-26
Motown Throwdown 2015,Club - Men,78715,Bounty Hunters,13,Enigma,15,2015-07-26
Motown Throwdown 2015,Club - Men,78713,Bounty Hunters,10,Kentucky Flying Circus,9,2015-07-26
Motown Throwdown 2015,Club - Men,78714,Enigma,15,Midnight Meat Train,9,2015-07-26
Motown Throwdown 2015,Club - Men,78716,Kentucky Flying Circus,13,Midnight Meat Train,11,2015-07-26
Motown Throwdown 2015,Club - Men,78723,Ascension,8,Black Market,15,2015-07-26
Motown Throwdown 2015,Club - Men,78721,Chicago YCC U-19,14,Ascension,15,2015-07-26
Motown Throwdown 2015,Club - Men,78722,Flying Pig,8,Black Market,15,2015-07-26
Motown Throwdown 2015,Club - Men,78717,CAKti,7,Chicago YCC U-19,13,2015-07-26
Motown Throwdown 2015,Club - Men,78718,Maverick,8,Ascension,14,2015-07-26
Motown Throwdown 2015,Club - Men,78719,Black Market II,6,Flying Pig,15,2015-07-26
Motown Throwdown 2015,Club - Men,78720,Black Market,13,Spoiler,5,2015-07-26
Motown Throwdown 2015,Club - Men,78724,Chicago YCC U-19,11,Flying Pig,8,2015-07-26
Motown Throwdown 2015,Club - Men,78727,Maverick,7,Black Market II,15,2015-07-26
Motown Throwdown 2015,Club - Men,78725,CAKti,9,Maverick,10,2015-07-26
Motown Throwdown 2015,Club - Men,78726,Black Market II,14,Spoiler,8,2015-07-26
Motown Throwdown 2015,Club - Men,78728,CAKti,7,Spoiler,15,2015-07-26
Motown Throwdown 2015,Club - Men,78735,Black Sheep,9,Kekionga,13,2015-07-26
Motown Throwdown 2015,Club - Men,78733,Black Sheep,13,Dirty D,12,2015-07-26
Motown Throwdown 2015,Club - Men,78734,Hippie Mafia,10,Kekionga,15,2015-07-26
Motown Throwdown 2015,Club - Men,78730,Jurassic Shark,5,Dirty D,15,2015-07-26
Motown Throwdown 2015,Club - Men,78731,SEMI,6,Hippie Mafia,15,2015-07-26
Motown Throwdown 2015,Club - Men,78732,Kekionga,13,Chimney,10,2015-07-26
Motown Throwdown 2015,Club - Men,78736,Dirty D,8,Hippie Mafia,10,2015-07-26
Motown Throwdown 2015,Club - Men,78739,Jurassic Shark,11,Chimney,4,2015-07-26
Motown Throwdown 2015,Club - Men,78738,SEMI,9,Chimney,15,2015-07-26
Motown Throwdown 2015,Club - Women,78762,Rival,13,Belle,2,2015-07-25
Motown Throwdown 2015,Club - Women,78763,RevoLOUtion,9,Notorious C.L.E.,10,2015-07-25
Motown Throwdown 2015,Club - Women,78764,Rival,13,Notorious C.L.E.,1,2015-07-25
Motown Throwdown 2015,Club - Women,78765,RevoLOUtion,8,Belle,10,2015-07-25
Motown Throwdown 2015,Club - Women,78766,Rival,13,RevoLOUtion,2,2015-07-25
Motown Throwdown 2015,Club - Women,78767,Belle,3,Notorious C.L.E.,13,2015-07-25
Motown Throwdown 2015,Club - Women,78754,Rival,15,Notorious C.L.E.,5,2015-07-26
Motown Throwdown 2015,Club - Women,78753,Notorious C.L.E.,15,Belle,3,2015-07-26
Motown Throwdown 2015,Club - Women,78768,Rival,15,RevoLOUtion,5,2015-07-26
Motown Throwdown 2015,Club - Women,78755,RevoLOUtion,15,Belle,8,2015-07-26
Motown Throwdown 2015,Club - Mixed,78895,Clubumbus,6,Los  Heros,11,2015-07-25
Motown Throwdown 2015,Club - Mixed,78896,Omertà,13,Liquid Hustle B,1,2015-07-25
Motown Throwdown 2015,Club - Mixed,78897,Pileup,11,Moonshine,6,2015-07-25
Motown Throwdown 2015,Club - Mixed,78898,Omertà,13,Moonshine,5,2015-07-25
Motown Throwdown 2015,Club - Mixed,78899,Tequila Mockingbird,13,Los  Heros,8,2015-07-25
Motown Throwdown 2015,Club - Mixed,78900,Pileup,13,Liquid Hustle B,2,2015-07-25
Motown Throwdown 2015,Club - Mixed,78901,Omertà,10,Tequila Mockingbird,7,2015-07-25
Motown Throwdown 2015,Club - Mixed,78902,Clubumbus,13,Liquid Hustle B,1,2015-07-25
Motown Throwdown 2015,Club - Mixed,78903,Pileup,12,Los  Heros,8,2015-07-25
Motown Throwdown 2015,Club - Mixed,78904,Omertà,9,Clubumbus,10,2015-07-25
Motown Throwdown 2015,Club - Mixed,78905,Moonshine,13,Los  Heros,5,2015-07-25
Motown Throwdown 2015,Club - Mixed,78906,Tequila Mockingbird,13,Liquid Hustle B,2,2015-07-25
Motown Throwdown 2015,Club - Mixed,78907,Tequila Mockingbird,13,Pileup,10,2015-07-26
Motown Throwdown 2015,Club - Mixed,78908,Moonshine,8,Clubumbus,13,2015-07-26
Motown Throwdown 2015,Club - Mixed,78909,Los  Heros,13,Liquid Hustle B,8,2015-07-26
Motown Throwdown 2015,Club - Mixed,78910,Tequila Mockingbird,13,Clubumbus,4,2015-07-26
Motown Throwdown 2015,Club - Mixed,78911,Omertà,11,Pileup,6,2015-07-26
Motown Throwdown 2015,Club - Mixed,78912,Moonshine,12,Liquid Hustle B,5,2015-07-26
Motown Throwdown 2015,Club - Mixed,78913,Omertà,13,Los  Heros,3,2015-07-26
Motown Throwdown 2015,Club - Mixed,78914,Tequila Mockingbird,13,Moonshine,5,2015-07-26
Motown Throwdown 2015,Club - Mixed,78915,Pileup,13,Clubumbus,12,2015-07-26
Motown Throwdown 2015,Club - Mixed,78916,Stack Cats,12,Mishigami,11,2015-07-25
Motown Throwdown 2015,Club - Mixed,78917,ELevate,9,North Coast Disc Co,12,2015-07-25
Motown Throwdown 2015,Club - Mixed,78918,Dream Killas,13,Fifth Element,3,2015-07-25
Motown Throwdown 2015,Club - Mixed,78919,ELevate,13,Fifth Element,5,2015-07-25
Motown Throwdown 2015,Club - Mixed,78920,Liquid Hustle,13,Mishigami,5,2015-07-25
